id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,local1,local2,local3,local4,local5,prepay,pmoney,pdollar,airf,pit1,pit2,pit3,pit4,pit5,money,dollar,money1,p1,money2,p2,money3,p3,money4,p4,money5,p5,money6,p6,m601,m602,m603,m604,m605,m606,m607,m608,m609,m610,utax,taxc,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,sp01,sp02,sp03,sp04,sp05,sp06,sp07,sp08,sp09,sp10,sp11,sp12,sp13,sp14,sp15,spfav,spleas,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,slp1,hcity,htype,hsat,slp2,msat,slp3,ysat,slp4,slp5,slp6,slp7,slp8,again,agwhy,recom,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,country,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
10021,1,5,1,40,1,3,0,0,0,0,0,0,0,.,.,.,.,.,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,47800,16,25000,1,12000,1,2000,1,1000,1,1000,1,6800,1,0,0,0,0,4000,800,0,0,2000,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,843,185,270,271,273,244,865,.,.,.,.,.,.,.,.,185,.,3,0,0,0,0,0,4,4,0,0,1,12,1,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,0,5,4,4,3,4,4,4,4,4,4,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,3,3,3,5,1,1
10022,1,13,1,60,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4000,8,1,1,0,1,0,1,300,8,0,.,200,1,0,.,50,1,0,.,50,1,0,0,50,0,0,0,0,0,0,0,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,801,9,2,3,8,18,.,.,.,.,.,.,.,.,.,9,.,5,0,5,0,0,0,4,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,4,2,4,5,5,5,3,5,4,5,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,8,.,2,8,3,11,2,1
10023,1,3,2,30,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,2800,3,1,1,0,0,0,0,10000,16,0,.,5000,1,1000,1,700,1,0,.,3300,1,0,0,0,0,3300,0,0,0,0,0,2,.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,1,4,5,.,.,.,.,.,.,.,.,.,.,.,801,.,0,0,4,0,0,0,4,4,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,.,2,2,3,2,1,1
10024,1,2,50,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,35000,16,30000,1,0,.,4000,1,0,.,1000,1,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,5,0,0,1,1,2,4,0,.,0,.,0,0,0,0,0,1,2,1,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,.,6,7,3,8,1,1
10025,1,8,1,30,1,0,0,3,0,0,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,2000,16,2,1,0,0,0,0,59060,16,20000,2,12000,2,5000,2,160,2,1000,2,20900,2,9900,0,2000,4000,4000,1000,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,843,66,315,12,3,18,65,75,105,10,367,808,878,.,.,66,.,4,4,4,0,0,0,4,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,2,4,3,1,3,2,2,1
10026,1,12,1,180,1,0,0,0,0,0,0,3,5,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1000,16,2,1,0,0,0,0,25000,16,2500,1,5000,1,4000,1,5000,1,1000,1,7500,1,3750,0,0,0,2250,0,0,0,0,1500,2,.,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,804,315,1,2,6,3,24,66,270,271,328,350,352,382,371,315,.,4,4,4,0,0,0,4,4,0,0,0,.,.,.,1,4,0,.,0,0,0,0,0,1,7,1,5,4,4,4,5,5,5,4,4,4,5,4,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,2,15,2,8,3,13,2,1
10027,1,7,1,15,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,99,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,3,.,.,.,.,.,1,3500,2,1,1,1,1,1,1,50000,2,0,.,2000,3,0,.,0,.,0,.,48000,3,0,4800,0,14400,4800,4800,0,12000,4800,2400,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,868,1,2,3,18,24,67,128,185,189,235,271,315,350,97,1,.,0,5,0,0,5,0,0,0,5,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,2,8,3,1,2,1
10028,1,6,1,7,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,1500000,5,450000,2,300000,2,150000,2,0,.,0,.,600000,2,300000,0,0,0,300000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,802,2,8,65,352,801,.,.,.,.,.,.,.,.,.,2,.,5,0,0,0,0,0,0,5,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,.,3,6,3,2,1,1
10029,1,3,1,60,1,0,0,5,0,0,0,0,0,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,800000,5,1,1,1,1,1,1,400000,5,0,.,0,.,0,.,0,.,0,.,400000,1,0,0,200000,0,200000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,802,350,2,6,8,65,.,.,.,.,.,.,.,.,.,350,.,0,5,0,0,0,0,5,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,2,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,.,4,4,3,2,1,1
10030,1,3,1,21,1,0,0,0,0,0,0,0,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,99,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3000,16,2,1,0,0,0,0,6500,16,650,1,1300,1,1300,1,0,.,0,.,3250,1,0,0,1625,0,1625,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,17,2,66,24,65,67,.,.,.,.,.,.,.,.,17,.,0,0,5,0,0,0,5,5,0,0,0,.,.,.,0,.,1,4,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,.,2,8,3,11,2,1
10031,1,3,1,60,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,3,.,.,.,.,.,1,800000,5,1,1,1,1,1,1,450000,5,0,.,0,.,0,.,0,.,0,.,450000,1,0,0,90000,0,270000,0,0,0,90000,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,65,2,6,8,67,350,.,.,.,.,.,.,.,.,65,.,0,5,0,0,4,0,5,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,.,4,8,3,2,1,1
10032,1,1,1,7,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,200,8,160,1,30,1,10,1,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,0,0,0,0,0,0,0,5,0,0,1,1,1,4,0,.,0,.,0,0,0,0,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,.,3,6,3,2,1,1
10033,1,1,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,3500,16,2500,1,1000,1,0,.,0,.,0,.,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,0,0,0,0,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,.,2,4,3,2,1,1
10034,1,2,1,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,50000,16,4000,2,6000,2,5000,2,0,.,0,.,35000,2,0,0,3500,0,31500,0,0,0,0,0,2,.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,5,0,0,0,1,3,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,3,.,2,8,3,2,2,1
10035,1,23,1,21,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,250000,16,0,.,25000,1,25000,1,0,.,200000,1,0,.,0,0,0,0,0,0,0,0,0,0,2,.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,810,1,4,14,.,.,.,.,.,.,.,.,.,.,.,1,.,5,0,5,0,0,0,0,0,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,.,3,7,3,2,1,1
10036,1,19,3,21,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,600,8,240,1,300,1,30,1,0,.,0,.,30,1,30,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,843,315,240,845,.,.,.,.,.,.,.,.,.,.,.,315,.,5,5,0,0,0,0,5,0,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,0,4,0,0,3,0,5,3,3,4,5,4,3,5,4,4,4,8,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,13,13,.,3,7,3,2,1,1
10037,1,11,1,30,1,5,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,200,6,2,1,0,0,0,0,2000,6,900,1,600,1,300,1,0,.,0,.,200,1,100,0,0,0,100,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,843,65,3,5,66,270,287,801,865,.,.,.,.,.,.,65,.,5,5,5,0,0,0,5,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,0,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,.,1,8,2,11,1,1
10038,1,3,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,2000,16,0,.,400,1,600,1,0,.,0,.,1000,1,0,0,0,0,1000,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,66,65,9,67,.,.,.,.,.,.,.,.,.,.,66,65,0,5,5,0,5,0,0,5,0,0,1,1,2,4,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,2,3,2,1,1
10039,1,3,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,99,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,10000,2,0,.,2000,1,2000,1,0,.,0,.,6000,1,0,4800,0,0,1200,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,67,1,4,9,18,65,66,.,.,.,.,.,.,.,67,801,0,0,0,0,0,0,0,5,0,0,1,1,2,3,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,3,3,2,2,1
10040,1,7,1,30,1,0,0,5,0,0,0,0,0,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,5,5,6,3,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,3000,2,0,.,90,1,0,.,0,.,0,.,2910,2,0,291,291,0,582,0,0,0,1746,0,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,801,67,1,3,8,189,235,240,241,271,315,370,.,.,.,67,.,0,0,0,0,5,0,0,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,5,1,2,12,2,1
10041,1,7,1,8,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,10,3,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,3000,2,0,.,0,.,500,1,0,.,0,.,2500,1,0,0,125,0,125,0,2125,0,125,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,185,1,3,18,12,66,235,240,242,291,315,.,.,.,185,.,0,5,0,0,5,0,0,5,0,0,1,1,3,4,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2,3,2,2,1
10042,1,7,1,15,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,2,3,.,.,.,.,.,1,4000,2,1,1,1,1,1,1,5000,2,0,.,0,.,0,.,0,.,0,.,5000,1,0,0,500,0,2000,0,0,2500,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,801,1,3,18,12,66,185,235,240,242,291,315,.,.,.,185,.,0,5,0,0,5,0,0,0,0,0,1,1,3,5,0,.,0,.,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,8,2,12,1,1
10043,1,3,2,4,1,5,3,4,5,4,5,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,18000,16,15000,3,0,.,0,.,0,.,900,3,2100,3,0,0,1680,0,420,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,865,160,.,.,.,.,.,.,.,.,.,.,.,.,.,160,.,0,0,4,0,0,0,0,3,0,0,1,12,1,4,0,.,0,.,1,0,0,0,0,1,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,.,3,4,2,10,2,1
10044,1,25,7,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,10000,16,0,.,0,.,500,2,1000,2,500,2,8000,2,8000,0,0,0,0,0,0,0,0,0,2,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,801,2,10,77,.,.,.,.,.,.,.,.,.,.,.,2,.,5,5,5,0,0,5,5,5,0,0,0,.,.,.,0,.,0,.,1,0,0,0,0,1,4,1,0,3,5,5,5,4,4,3,5,5,5,5,5,5,4,4,5,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,13,13,.,2,2,3,5,2,1
10045,1,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,0,.,.,.,.,.,.,1,6000,2,1,1,1,1,1,1,1000,2,0,.,0,.,0,.,0,.,0,.,1000,2,0,0,0,0,500,0,0,0,300,200,2,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,803,185,1,2,3,18,12,24,67,189,235,271,315,350,370,185,.,0,4,0,0,4,0,0,0,0,0,1,16,3,4,0,.,0,.,0,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,4,7,2,3,2,1,1
